id,section,description,command
298HIVE#,HIVE#,Check version of hive client running,"ps -aux | grep -i ""hive"""
299HIVE#,HIVE#,Change the query mapreduce to log in debug mode,SET yarn.app.mapreduce.am.log.level=DEBUG;
300HIVE#,HIVE#,Show column names when querying table,set hive.cli.print.header=true;
301HIVE#,HIVE#,Drop/Insert into partition/ADD partition,INSERT INTO tblename PARTITION (dt='2014-01-01');
302HIVE#,HIVE#,Add partition to external table in hive,ALTER TABLE mixpanel_dashboard_events ADD PARTITION (dt='2014-01-29') location 'hdfs:///asfd';
303HIVE#,HIVE#,Load Data Local Inpath Hive,LOAD DATA LOCAL INPATH '/tmp/load.txt' OVERWRITE INTO TABLE test;
304HIVE#,HIVE#,Load Data from HDFS in to Hive,LOAD DATA [LOCAL] INPATH '/user/yranadive/DashboardOpened.events-2014-01-13.csv' OVERWRITE INTO TABLE mixpanel_events PARTITION (ds='2014-01-13');
305HIVE#,HIVE#,add no drop to table definition,ALTER TABLE TABLE_NAME ENABLE/DISABLE NO DROP CASCADE;
306HIVE#,HIVE#,Describe function,describe function extended function_name
307HIVE#,HIVE#,Show functions,show functions
308HIVE#,HIVE#,Add jars,add jar /path/to/jar/on/local
309HIVE#,HIVE#,Add functions,CREATE TEMPORARY FUNCTION nvl AS 'com.nexr.platform.hive.udf.GenericUDFNVL';
310HIVE#,HIVE#,Set the property to get the headers / column names in a query result,set hive.cli.print.header=true
311HIVE#,HIVE#,Hive Query Log on the client,on dw-utility in /tmp/jenkins/hive_job_log_*
312HIVE#,HIVE#,Hive data types,SELECT foo FROM union_test;
313HIVE#,HIVE#,{0:1},{1:10.0}
314HIVE#,HIVE#,describe test;,"category  map<string,int>"
315HIVE#,HIVE#,select * from test;,ph3    3000    700
316Protobuf#,Protobuf#,Compile protocol buffer- code generate,protoc -I=. --java_out=. examples.proto
317Protobuf#,Protobuf#,Protocol Buffer message types,https://developers.google.com/protocol-buffers/docs/proto
318Protobuf#,Protobuf#,Protocol Buffers primitive support of int and string only,""
319Markdown#,Markdown#,Markdown :https://help.github.com/articles/markdown-basics,https://help.github.com/articles/github-flavored-markdown
320Markdown#,Markdown#,link,some text [some link](http://lab.hakim.se/reveal-js/#/) some text
321Markdown#,Markdown#,image,![Alt text](/path/to/img.jpg)
322Markdown#,Markdown#,Line Break,2 spaces at the end of a line
323Markdown#,Markdown#,"Heading1, Heading2, Heading3, h1, h2, h3","#,##,###"
324Markdown#,Markdown#,"Bold, Italics","*bold text*, **italic text**"
325Jenkins#,Jenkins#,Delete a job using curl,"curl ""http://dw-utility0:8080/job/shovel_dim_platform/doDelete"" -X POST -H ""Cookie: JSESSIONID.xxx; screenResolution=1440x900"" -H ""Origin: http://dw-utility0:8080"" -H ""Accept-Encoding: gzip,deflate,sdch"" -H ""Host: dw-utility0:8080"" -H ""Accept-Language: en-US,en;q=0.8"" -H ""User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"" -H ""Content-Type: application/x-www-form-urlencoded"" -H ""Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"" -H ""Cache-Control: max-age=0"" -H ""Referer: http://dw-utility0:8080/job/shovel_dim_platform/"" -H ""Connection: keep-alive"" -H ""Content-Length: 0"""
326IRC#,IRC#,/join #data to join data room,/nick change nickname
327curl#,curl#,Get response times of a server using curl,"for i in {1..3};do curl -s -w ""%{time_total}\n"" -o /dev/null http://www.google.com/; done;"
328Rails-vim#,Rails-vim#,Preview file in browser,:Rpreview
329Rails-vim#,Rails-vim#,Generate controller,:Rgen controller <name of controller>
330Rails-vim#,Rails-vim#,Rake,:Rake
331Rails-vim#,Rails-vim#,Open file under cursor,gf ~
332Rails-vim#,Rails-vim#,tab complete,:Rmodel <tab>
333Vimium# Chrome#,Vimium# Chrome#,help,?
334VI# Editor / VIM#,VI# Editor / VIM#,Join lines,J
335VI# Editor / VIM#,VI# Editor / VIM#,Select word,viw
336VI# Editor / VIM#,VI# Editor / VIM#,Yank work,yiw
337VI# Editor / VIM#,VI# Editor / VIM#,Replace word with yanked text,viwp
338VI# Editor / VIM#,VI# Editor / VIM#,search for next occurrence of current word,*
339VI# Editor / VIM#,VI# Editor / VIM#,indent lines,select the lines using visual selection and press '>'
340VI# Editor / VIM#,VI# Editor / VIM#,"change text in "" or '","ci' or ci"""
341VI# Editor / VIM#,VI# Editor / VIM#,Questions to Will Osser:,How to copy paste texts across files?
342VI# Editor / VIM#,VI# Editor / VIM#,To comment multiple lines,"Go to first line and press Ctrl + V then select the text, then press I # ESC"
343VI# Editor / VIM#,VI# Editor / VIM#,Search and Replace or Find and Replace (gc is want confirmation),or :%s//bar/gc to replace the last searched item
344VI# Editor / VIM#,VI# Editor / VIM#,delete all lines,":1,$d"
345VI# Editor / VIM#,VI# Editor / VIM#,delete sentence,das
346VI# Editor / VIM#,VI# Editor / VIM#,delete 100 lines,100dd
347VI# Editor / VIM#,VI# Editor / VIM#,delete from here till end of quote,":dt"""
348VI# Editor / VIM#,VI# Editor / VIM#,delete from here till end any character string,:d/<stringsequence>
349VI# Editor / VIM#,VI# Editor / VIM#,show line number,: set number
350VI# Editor / VIM#,VI# Editor / VIM#,Hide Line number,:set nu!
351VI# Editor / VIM#,VI# Editor / VIM#,Replay the last command,.
352VI# Editor / VIM#,VI# Editor / VIM#,Macros,press q followed by macro name e.g. qq
353VI# Editor / VIM#,VI# Editor / VIM#,To stop recording macro,press q followed by macro name e.g. qq
354VI# Editor / VIM#,VI# Editor / VIM#,Control Register,Ctrl + R =
355VI# Editor / VIM#,VI# Editor / VIM#,Replay macro,yiw
356VI# Editor / VIM#,VI# Editor / VIM#,select,v or vip to select a paragraph
357VI# Editor / VIM#,VI# Editor / VIM#,select to bottom of file v :$,search for text in file /
358VI# Editor / VIM#,VI# Editor / VIM#,Vimrc file defaults,https://github.com/tpope/vim-sensible
359VI# Editor / VIM#,VI# Editor / VIM#,Vimrc file defaults,:set shiftwidth=2
360VI# Editor / VIM#,VI# Editor / VIM#,Insert a special character in vim,http://web.cs.mun.ca/~michael/c/ascii-table.html
361VI# Editor / VIM#,VI# Editor / VIM#,Redo a change,Ctrl + r
362VI# Editor / VIM#,VI# Editor / VIM#,Delete all,1GdG
363VI# Editor / VIM#,VI# Editor / VIM#,Move to beginning of a word,b
364VI# Editor / VIM#,VI# Editor / VIM#,Go to last change,`.
365VI# Editor / VIM#,VI# Editor / VIM#,Go to previous location,Ctrl + o
366VI# Editor / VIM#,VI# Editor / VIM#,Vertical Split current file,":vsp, then use ctrl w + h,l for moving across"
367VI# Editor / VIM#,VI# Editor / VIM#,Horizontal Split current file,":sp, then use ctrl w + h,l for moving across"
368NERDTree#,NERDTree#,Open the file in a new buffer or open/close directory.,Press o
369NERDTree#,NERDTree#,preview the file,Press go
370NERDTree#,NERDTree#,open the file in a new tab.,Press t
371NERDTree#,NERDTree#,open the file in a new horizontal split,Press i
372NERDTree#,NERDTree#,open the file in a new vertical split,Press s
373NERDTree#,NERDTree#,Go to parent directory,Press p
374NERDTree#,NERDTree#,refresh the current directory,Press r
375NERDTree#,NERDTree#,Help,? will open a special help screen with the shortcut listings. Press ? again to get back to file tree.
376NERDTree#,NERDTree#,Start NerdTree,Ctrl + F2
377NERDTree#,NERDTree#,Create New File,m a
378NERDTree#,NERDTree#,Cycle through panes,Fn + F2
379NERDTree#,NERDTree#,Go to file browser,ctrl w + h
380NERDTree#,NERDTree#,Bottom of screen,L
381NERDTree#,NERDTree#,NerdTree open file in split window,i or s
382NERDTree#,NERDTree#,Toggle NerdTree,Ctrl + N
383Rails#,Rails#,generate/destroy controller,rails generate/destroy controller welcome index
384Rails#,Rails#,scaffolding - create mvc for a resource,rails generate scaffold event user_id:integer msg:string aux:string inferred_date:datetime received_date:datetime created_at:datetime
385Rails#,Rails#,Here are all the Rails 4 (ActiveRecord migration) datatypes:,:timestamp
386Rails#,Rails#,Here are data mapper data types,Time
387Rails#,Rails#,Rails Links,http://guides.rubyonrails.org/getting_started.html#running-a-migration
388Rails#,Rails#,database migrations,rake db:migrate
389Rails#,Rails#,Production deploy,rake db:migrate RAILS_ENV=production
390Rails#,Rails#,To run withouth nginx or apache pre-compile assets,config.serve_static_assets = true
391Rails#,Rails#,rails server -e production,""
392One Password#,One Password#,Invoke in chrome,Cmd + \
393Sinatra#,Sinatra#,Default port,localhost:4567
394Sinatra#,Sinatra#,Migrate changes to the model to the database,ClassName.auto_migrate!
395Sinatra#,Sinatra#,Create sample data in the database,"Event.create(event_date: ""April 18, 2014 at 08:19PM"", event_user: ""yash.ranadive@gmail.com"", event_data: ""Level III"", event_aux: ""Nothing"", created_at: Time.now)"
396Hadoop# / hdfs#,Hadoop# / hdfs#,"HDFS ghetto grep, cat the file and grep in on your system","hdfs dfs -cat /user/hive/external_tables/security_events/hdfs-4-393-1424591186692.txt | egrep "".*[^}]$"" #Grep the string on individual file"
397Hadoop# / hdfs#,Hadoop# / hdfs#,Grep for regex in a director/file,hadoop org.apache.hadoop.examples.Grep /user/hive/external_tables/security_events /user/yranadive/delme '.*[^}]$'
398Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop deal with small files,https://github.com/edwardcapriolo/filecrush/tree/master/src
399Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop search for a string/grep in folder,http://stackoverflow.com/questions/11732936/using-hadoop-to-find-files-that-contain-a-particular-string
400Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop read sequence files,hadoop fs -text /name/of/file
401Hadoop# / hdfs#,Hadoop# / hdfs#,Copy Files from one cluster to other,hadoop distcp
402Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop hdfs filesystem command,http://hadoop.apache.org/docs/r0.19.0/hdfs_shell.pdf
403Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop set replication factor,hadoop dfs -setrep -w 2 /user/yranadive
404Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop set replication factor recursive,./bin/hadoop dfs -setrep -R -w 1 /
405Hadoop# / hdfs#,Hadoop# / hdfs#,http://hadoop.apache.org/docs/r1.1.2/file_system_shell.html#mkdirÏ,hadoop job -kill job_id
406Hadoop# / hdfs#,Hadoop# / hdfs#,hadoop remove file,hadoop fs -rm /user/hive/warehouse/blah/blah
407Hadoop# / hdfs#,Hadoop# / hdfs#,hadoop merge files,hadoop fs -getmerge /path/to/file
408Hadoop# / hdfs#,Hadoop# / hdfs#,Uncompress file,hadoop fs -text /path/to/file/* > /path/to/new/file
409Hadoop# / hdfs#,Hadoop# / hdfs#,hadoop get available storage space free,_1376255215441_4489
410Hadoop# / hdfs#,Hadoop# / hdfs#,Check if name resolution for Hadoop is proper,"cat /tmp/delme | xargs -I % host % | cut -d "" "" -f 4 - | uniq | wc -l"
411Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop Delete all container caches on data nodes,parrallel-ssh this sudo rm -r /mnt/data0/cache/yarn/nm-local-dir/usercache/*
412Hadoop# / hdfs#,Hadoop# / hdfs#,YARN Hadoop get size of application cache on all boxes,"parallel-ssh -l deployer -h /tmp/dfs.hosts  -A -t 120 -O StrictHostKeyChecking=no -P ""du -skb /mnt/data{0..4}/cache/yarn/nm-local-dir/usercache/* | cut -f 1 |   awk '{s+=$0} END {print s}'"""
413Hadoop# / hdfs#,Hadoop# / hdfs#,Hadoop get rack awareness and number of under replicated blocks,hadoop fsck / -locations -blocks -files | grep -i -C6 miss
414Node# Node.js#,Node# Node.js#,Explore JSON data,var samples = data.filter(function(app){return app.assessments.length > 0})
415IntelliJ Idea#,IntelliJ Idea#,Find in Project ctrl + shift + f,basic editing http://www.jetbrains.com/idea/webhelp/basic-editing.html
416Data Science#,Data Science#,Bias means underfitting,Highvariance means overfitting
417R#,R#,attributes of an object,attribute(nameofobject/data.frame)
418R#,R#,Install R package,"install.packages(""ggplot2"")"
419R#,R#,Random sample data set generator,schtyp
420R#,R#,Load data in memory,data(name of dataset)
421R#,R#,"Rbind rbind() function combines vector, matrix or data frame by rows. LIKE UNION","x3 <- rbind(x,x2)"
422R#,R#,Cbind combins columns,"cbind(1:20, 1:20, 1:20) produces a 20 row X 3 column matrix from 1-20"
423R#,R#,Create array,"c(1,2,3) is an array"
424R#,R#,Subscripts (in data...sortof),"iris3[,,3] means give me the subdata set of index 3 withing the iris dataset"
425R#,R#,Split your data in to training and test set,smp_size <- floor(0.75 * nrow(mtcars))
426R#,R#,## set the seed to make your partition reproductible,"train_ind <- sample(seq_len(nrow(mtcars)), size = smp_size)"
427R#,R#,"train <- mtcars[train_ind, ]","test <- mtcars[-train_ind, ]"
428R#,R#,Read CSV File,"read.csv(file=""simple.csv"",head=TRUE,sep="","")"
429R#,R#,Class of object,class(object_name)
430R#,R#,Convert data frame to data matrix,data.matrix(name_of_data_fram)
431R#,R#,Get Data from a database and generate the histogram - you will need DBI and RMySQL library,"d1 <- fetch(drs, n = -1)"
432R#,R#,"hist(d1$percent,5)","hist(d1$percent,main='Variation in calculated and source revenues for Government',xlab='Percentage Variation in calculated/source',ylim=c(0,17000))"
433R#,R#,R Studio close connections,+  dbDisconnect(con)
434R#,R#,Subset a data frame in R,"x.sub1 <- subset(x.df, y > 2 & V1 > 0.6)"
435R#,R#,ASHA,URL: ftp.ashanet.org
436R#,R#,chapter044 / G0@5hasf2009  [those are not 'Oh's but zeroes],>>> facebook  sfoutreach@gmail.com/@$h@$@nfr@n
437Rspec#,Rspec#,For instance methods use,describe '.sample_method'
438Rspec#,Rspec#,For class methods use,describe '#sample_method'
439Rspec#,Rspec#,To run tests,rake spec
440Ubuntu Alternatives#,Ubuntu Alternatives#,Change alternatives link,sudo update-alternatives --config java
441Ubuntu Alternatives#,Ubuntu Alternatives#,ubuntu set time / date on the server,"sudo date --set ""25 Sep 2013 15:00:00"""
442Ruby#,Ruby#,Class variable and class instance variable,"@@, @"
443Ruby#,Ruby#,Get current directory (Dir.pwd or ),File.expand_path File.dirname(__FILE__)
444Ruby#,Ruby#,Read file in memory,"f = File.open(""my/file/path"", ""r"") f.each_line do |line| puts line end f.close"
445Ruby#,Ruby#,ruby loops,"while, for, until, break, redo and retry"
446Ruby#,Ruby#,ISO-8601,Means 9 11 PM in UTC
447Ruby#,Ruby#,Date Range,"(Date.new(2014,05,01)..Date.new(2014,10,01)).each {|x| puts x}"
448Ruby#,Ruby#,Read file line by line without loading in memory,"IO.foreach(""testfile"") {|x| print ""GOT "", x }"
449Ruby#,Ruby#,Inject something,"[1, 2, 3, 4].inject(0) { |result, element| result + element } # => 10"
450Ruby#,Ruby#,Strftime to format time,"Time.now.strftime(""%b %d %Y"")"
451Ruby#,Ruby#,Ruby special global variables,$:
452Ruby#,Ruby#,Add something to the beginning of the array,$:.unshift('gen-rb')
453Ruby#,Ruby#,Add something to the end of the array,$:.push('gen-rb')
454Ruby#,Ruby#,%x[cmd] = run shell cmd,%Q[string] = multi-line string with substitution for #{}
455Ruby#,Ruby#,Ruby gem install a particular version,gem install fog -v 1.8
456Ruby#,Ruby#,Ruby gems use a particular version in your script,require 'oci8'
457Ruby#,Ruby#,Legal field type options while defining models,":binary, :boolean, :references"
458Ruby#,Ruby#,Ruby MySQL2 Gem,"client = Mysql2::Client.new(:host => 'dw-master', :username => 'dwadmin',:password => '', :database => 'lookout_analytics',:local_infile => ""true"")"
459Ruby#,Ruby#,Ruby File.open CSV.open options,http://stackoverflow.com/questions/3682359/what-are-the-ruby-file-open-modes-and-options
460DNSDB#,DNSDB#,https://github.com/eam/dnsdb,""
461TMUX#,TMUX#,Tmux copy mode,"Ctrl + a, ["
462TMUX#,TMUX#,Copy mode up and down,"up arrow, down arrow"
463TMUX#,TMUX#,Copy mode select,Space
464TMUX#,TMUX#,Copy mode Yank,Enter
465TMUX#,TMUX#,Copy mode paste,"Ctrl + a, ]"
466TMUX#,TMUX#,Rename Session,"Ctrl + a , $"
467TMUX#,TMUX#,Reset the terminal when you see crappy characters in tmux,reset
468TMUX#,TMUX#,Tmux increase pane size,PREFIX : resize-pane -R 20 (Resizes the current pane right by 20 cells)
469TMUX#,TMUX#,Tmux list sessions,tmux list-sessions
470TMUX#,TMUX#,Kill Window,C-a &
471TMUX#,TMUX#,detach session,C-a d
472TMUX#,TMUX#,Scroll up,"^a + [, q to quit"
473TMUX#,TMUX#,Kill a particular tmux window,tmux kill-window -t 9
474TMUX#,TMUX#,new session,tmux new -session -s
475TMUX#,TMUX#,attach to a session,tmux attach -t <name of session>
476TMUX#,TMUX#,TopHat BottomHat Wireless Password,X4Lwy6c@8*YHzz69PGWZ+v5A
477TMUX#,TMUX#,Sqoop 1,sqoop import -D mapred.task.timeout=0 --connect jdbc:mysql://xx.xx.xxx.xx/MyDB --username myuser --password mypass --table mytable --split-by rowkey -m 14
478TMUX#,TMUX#,"Sqoop 2, sqoop2",set server --host sqoop2.company.net
479TMUX#,TMUX#,Execute given job,start job --jid 1
480TMUX#,TMUX#,Create a job,create job --jid 1
481TMUX#,TMUX#,Update a job,update job --jid 1
482TMUX#,TMUX#,# Google dev console stats,dw-reporting driodfetcher CeeQuuv3uj9eizah
483TMUX#,TMUX#,pbr corp.lookout.com,""
484TMUX#,TMUX#,pbr product lookout,honeybooboo reporter reporter
485TMUX#,TMUX#,hue root toast,""
486TMUX#,TMUX#,Install Cloudera CDH4 on Mac OSX,http://rajgopalv.blogspot.com/2013/03/installing-cloudera-hadoop-on-mac.html
487TMUX#,TMUX#,ssh-keygen,Make
488TMUX#,TMUX#,Digital Ocean heroku pinger,naek3thahbeejuoK
489TMUX#,TMUX#,digital ocean logbot,107.170.129.11
490TMUX#,TMUX#,"Encryptor.decrypt( encoded_val, :key => secret_key, :algorithm => 'aes-256-ecb')","Encryptor.encrypt( plain_text_val, :key => secret_key, :algorithm => 'aes-256-ecb')"
491TMUX#,TMUX#,DNS Must point to on mac,192.168.3.69 and .102
492TMUX#,TMUX#,QA AMQ instance,[4:43pm] rtyler: http://amq.lookoutqa.com:8161/admin/
493TMUX#,TMUX#,Lookout Server Ecosystem,+bunch of data nodes.
494TMUX#,TMUX#,[4:14pm] Brandon: f1eXi1is,[4:14pm] Brandon: http://chef.flexd-sf0.local:4040/
495TMUX#,TMUX#,Hive optimization,http://mail-archives.apache.org/mod_mbox/hive-user/201112.mbox/%3C4EDE0FD3.3090006@gmail.com%3E
496TMUX#,TMUX#,Find how much space each directory occupies in hadoop,"hadoop fs -du /user/hive/warehouse/ | awk '/^[0-9]+/ { print int($1/(1024**3)) "" [GB]\t"" $2 }'"
497TMUX#,TMUX#,Mapreduce logs,yarn rmadmin -refreshNodes
498TMUX#,TMUX#,Link for data ingestion in to hadoop http://www.linkedin.com/groups/Data-Ingestion-Into-Hadoop-3638279.S.199779955,""
499TMUX#,TMUX#,HTML Slides,http://www.go-steel-programmers.org/talks/2013/Feb_RabbitMQ_Go/#slide9
500Interesting# Tidbits#,Interesting# Tidbits#,Max throughput of disk,Network is a lot faster
501Interesting# Tidbits#,Interesting# Tidbits#,Numbers Everyone Should Know,""
502Interesting# Tidbits#,Interesting# Tidbits#,L1 cache reference                             0.5 ns,"Send packet CA->Netherlands->CA      150,000,000 ns"
503Interesting# Tidbits#,Interesting# Tidbits#,mysqldump --quick --single-transaction --add-drop-table --add-locks --create-options --disable-keys --extended-insert --set-charset -udwadmin -pg00dW1n3 sandbox_dgustafson | gzip --fast > /home/yranadive/dgustafson,""
504Interesting# Tidbits#,Interesting# Tidbits#,"RBHive.tcli_connect('sf1r005s035.flexd-sf0.local', 10000, {:hive_version => 11, :transport => :sasl, :sasl_params => {}}) do |connection|",end
505Interesting# Tidbits#,Interesting# Tidbits#,HTTP Authentication,"The BA mechanism provides no confidentiality protection for the transmitted credentials. They are merely encoded with Base64 in transit, but not encrypted or hashed in any way. Basic Authentication is, therefore, typically used over HTTPS."
506Interesting# Tidbits#,Interesting# Tidbits#,Bits and Bytes Madness,A byte is 8 bits
507Interesting# Tidbits#,Interesting# Tidbits#,Windows / Unix Newline characters \r \n and all the mess,\n
508Interesting# Tidbits#,Interesting# Tidbits#,Hadoop Streaming hadoop jar /opt/cloudera/parcels/CDH-5.0.0-0.cdh5b2.p0.27/lib/hadoop-0.20-mapreduce/contrib/streaming/hadoop-streaming-2.2.0-mr1-cdh5.0.0-beta-2.jar -Dmapred.reduce.tasks=0 -input /user/flume/sendgrid-events/2014-01-01/ -output /user/jenkins/sendgrid_events_temp/ -mapper 'mapper.py' -file /var/lib/jenkins/scripts/sendgrid/mapper.py,-file myDictionary.txt
509Interesting# Tidbits#,Interesting# Tidbits#,Hadoop Streaming Read compressed file,-Dmapreduce.job.reduces=0
510Interesting# Tidbits#,Interesting# Tidbits#,Hadoop Compression streaming jar,-output /user/yranadive/compressed/fact_billings
511Interesting# Tidbits#,Interesting# Tidbits#,"sudo pf --defaults_file='/var/lib/jenkins/dwadmin_passwd' --host='dw-master' --db='lookout_analytics' --hdfs_path='/tmp/yranadive/somefile_1' --sql='SELECT device_id,created_at,hex(guid) FROM flexd_production.device_guids'",hadoop dfs -mv /user/hive/warehouse/sandbox_yranadive.db/test/swap1 /user/hive/warehouse/sandbox_yranadive.db/test/swap0
512Interesting# Tidbits#,Interesting# Tidbits#,Abbreviations in tech companies,POC - Proof of Concept
513Kafka#,Kafka#,Describe Topic,bin/kafka-topics.sh --describe --zookeeper localhost:2181 --topic my-replicated-topic
514Kafka#,Kafka#,List Topics,bin/kafka-topics.sh --list --zookeeper lookout-zk-prod1pre-0.flexilis.org:2181
515Kafka#,Kafka#,Start Zookeeper,bin/zookeeper-server-start.sh config/zookeeper.properties
516Kafka#,Kafka#,Start Kafka Server,bin/kafka-server-start.sh config/server.properties
517Kafka#,Kafka#,Create Topic Test,bin/kafka-topics.sh --create --zookeeper lookout-zk-prod1pre-0.flexilis.org:2181 --replication-factor 3 --partitions 3 --topic camus_test
518Kafka#,Kafka#,CONSUMER,""
519Kafka#,Kafka#,Consume Messages,bin/kafka-console-consumer.sh --zookeeper zk0.today.lookoutqa.com:2181 --topic micropush.events --clientId analytics
520Kafka#,Kafka#,Consumer One Message Only,bin/kafka-console-consumer.sh --zookeeper zk0.today.lookoutqa.com:2181 --topic micropush.events --max-messages 1 2>/dev/null
521Kafka#,Kafka#,Dumps out consumed messages to the console using the Simple Consumer staring at offsett x,"--broker-list kafka0.today.lookoutqa.com:6667,kafka1.today.lookoutqa.com:6667,kafka2.today.lookoutqa.com:6667 > /tmp/p11-o-2"
522Kafka#,Kafka#,How far back is the consumer,bin/kafka-run-class.sh kafka.tools.ConsumerOffsetChecker --group analytics --zkconnect zk0.today.lookoutqa.com:2181 --topic micropush.events
523Kafka#,Kafka#,Export Zookeeper offsets for a consumer,--group analytics --output-file /tmp/offsets
524Kafka#,Kafka#,PRODUCER,""
525Kafka#,Kafka#,Produce Messages,This is another message
526Kafka#,Kafka#,Multi-broker Cluster,> cp config/server.properties config/server-2.properties
527Kafka#,Kafka#,config/server-1.properties:,log.dir=/tmp/kafka-logs-1
528Kafka#,Kafka#,config/server-2.properties:,log.dir=/tmp/kafka-logs-2
529Kafka#,Kafka#,Lookout-storm,jruby-kafka
530Kafka#,Kafka#,Best Practice for Java Storm Topologies:,"* When a Spout emits a tuple, it can tag the tuple with a message id. The message id can be any type. When Storm acks or fails a message, it will pass back to the spout the same message id to identify which tuple it's referring to. If the spout leaves out the message id, or sets it to null, then Storm will not track the message and the spout will not receive any ack or fail callbacks for the message."
531Kafka#,Kafka#,What can go wrong while parsing protocol buffers from kafka and storing it in hdfs,"4. There is a non-recoverable error - protobuf parsing failure, json failure"
532Kafka#,Kafka#,http://svendvanderveken.wordpress.com/2014/02/05/error-handling-in-storm-trident-topologies/,}
533Openstack#,Openstack#,sketty,Namenode: http://10.86.36.106:50070/dfshealth.html#tab-overview
534Openstack#,Openstack#,Browse file system,http://10.86.36.106:50070/explorer.html#/
535Openstack#,Openstack#,Data Node,10.86.36.108
536Openstack#,Openstack#,Cloudera Manager,http://10.86.36.108:7180/cmf/home
537Openstack#,Openstack#,To bring up an instance: http://os0.flexilis.net/horizon/project/,os0 vs os-f - os0 = prod and os-f - corp
538Openstack#,Openstack#,vlan2015 2015 is production,vlan2020 2020 is CORP
539Scalding#,Scalding#,scripts/scald.rb --hdfs WordCountJob.scala --input hdfs:///user/yranadive/test.txt --output hdfs:///user/ubuntu/test_output.tsv --host qa-hadoop-nn --sshuser ubuntu --print,""
540Scalding#,Scalding#,REPL Manual,https://github.com/twitter/scalding/wiki/Scalding-REPL
541Scala#,Scala#,scala docs,http://www.scala-lang.org/api/current/#scala.collection.Iterator
542Scala#,Scala#,tidbits,a => true means a function that takes input a and returns true
543Scala#,Scala#,"so you can have someObj.someFunction(a -> b) {c:String => ""value is c""}","println(""stuff"")"
544Scala#,Scala#,Collections,"zipWithIndex - Creates an iterator that pairs each element produced by this iterator with its index, counting from 0."
545Scala#,Scala#,basic stuff url,http://spark.apache.org/docs/latest/programming-guide.html
546Scala#,Scala#,Transformations on collections,http://spark.apache.org/docs/0.9.0/scala-programming-guide.html
547Scala#,Scala#,Trait = Java interface,"Seq would be Java's List, and Scala's List would be Java's LinkedList."
548Spark#,Spark#,"scala> val arr = ""yash bush cash rush"".split(' ')",""
549Spark#,Spark#,array access index (first element),arr(0)
550Spark#,Spark#,array all elements except first,arr.tail
551Spark#,Spark#,launch the shell,spark-shell
552Spark#,Spark#,Create/Load RDD,textFile.first
553Spark#,Spark#,Get first k rows in a RDD,textFile.take(10)
554Spark#,Spark#,Filter a RDD,"data.filter(line => line.contains(""2.52""))"
555Spark#,Spark#,Scala toInt/toDouble,"""1"".toInt"
556Spark#,Spark#,Scala class get the class,"(""1"").getClass.toString"
557Spark#,Spark#,Scala declare array,"val numbers = Array(1, 2, 3, 4)"
558Spark#,Spark#,Add element to end of array,array :+ 4
559Spark#,Spark#,Add element to beginning or array,0 +: array
560Spark#,Spark#,declare tuple,"val numbers = (1, 2, 3, 4)"
561Spark#,Spark#,Example of map/reduce,"data.map(line => line.split("" "")(2).toDouble).reduce((a, b) => Math.max(a, b))"
562Spark#,Spark#,Cluster map/reduce like hadoop - find occurrence of each word in the text,wordCounts.collect()
563Spark#,Spark#,add jar to classpath,./bin/spark-shell --master local[4] --jars code.jar
564Spark#,Spark#,set parallelism - this runs of 4 cores,./bin/spark-shell --master local[4] --jars code.jar
565Spark#,Spark#,"Scala equivalent of ruby array.join("","") is .mkString("","")",""
566QA Hadoop Cluster#,QA Hadoop Cluster#,Hive metastore postgres password for user hive SdjllzI5E2f,""
567QA Hadoop Cluster#,QA Hadoop Cluster#,machine learning talk:,---monthly meetup
568QA Hadoop Cluster#,QA Hadoop Cluster#,sanganak,tej29kom081984
569How to do events at lookout#,How to do events at lookout#,- Book the event on the calendar,""
570How to do events at lookout#,How to do events at lookout#,- Fill out the all hands event seating request form at,https://confluence.corp.lookout.com/display/OE/Office+Experience%3A+Event+Request+Form
571How to do events at lookout#,How to do events at lookout#,"- If you want the event recorded, create helpdesk ticket for IT to record the event",""
572How to do events at lookout#,How to do events at lookout#,"- If guest speaker, arrange for Lookout T-shirt for the guest speaker from marketing",""
573Solr#,Solr#,disk space used(original) = 1/3 original for each indexed field + 1 * original for stored + 2 * original per field with term vectors,""
574Solr#,Solr#,suggest query,http://localhost:8983/solr/csv/suggest?suggest=true&suggest.build=true&suggest.dictionary=descriptionSuggester&wt=json&suggest.count=2&suggest.q=gi
5753D Structure of Protiens#,3D Structure of Protiens#,http://en.wikipedia.org/wiki/Ribbon_diagram,http://www.rcsb.org/pdb/home/home.do
